measles,german_measles
iron_overload,acquired_hemochromatosis
bathing_suit,bathing_trunks
pruning_saw,pruning_hook
diuretic,thiazide
popular_music_genre,skiffle
gapped_scale,pentatone
oblique_bandage,spiral_bandage
allergen,ragweed_pollen
traffic_cop,pointsman
tiered_seat,stand
cumulus_cloud,thunderhead
immunity,exemption
observance,punctilio
calendar,perpetual_calendar
sampling_rate,nyquist_rate
museum,science_museum
tactical_manoeuvre,ruse
slime_mushroom,fischer's_slime_mushroom
epithelium,decidua
police_squad,swat_team
acquiring,occupation
celtic_deity,tuatha_de_danann
dance,grind
greensward,divot
theorization,ideology
schoolwork,lesson
homicide,shooting
finding,conclusion_of_law
severance_agreement,golden_handshake
hit,break_even
tip,beak
dopa,l-dopa
gas-discharge_tube,glow_tube
trespass,encroach
film,cinematize
respect,tolerate
glass,double-glaze
graphic_art,print
woods,second_growth
engine,trebucket
russian_agency,federal_security_bureau
foretoken,war_cloud
rehearsal,walk-through
radio_operator,ham
malignant_tumor,retinoblastoma
private_school,boarding_school
epilepsy,tonic_epilepsy
infant,war_baby
autosomal_dominant_disease,osteogenesis_imperfecta
thyrotoxicosis,exophthalmic_goiter
coat_of_paint,finishing_coat
raw_material,feedstock
pteridophyte,fern_ally
tribe,bambuseae
racing,horse_racing
transplant,xenograft
hindustani,vaisya
manual,sex_manual
sepsis,sapraemia
diarrhoea,montezuma's_revenge
physics,acoustics
banded_rattlesnake,canebrake_rattlesnake
cadmium_yellow,cadmium_orange
polypus,pedunculated_polyp
gauze_bandage,petrolatum_gauze
cornucopia,wilderness
maneuver,straight-arm
deputy,vicegerent
heterogenesis,digenesis
wager,see
philosopher,karl_popper
term,middle_term
irrelevancy,immateriality
gazebo,belvedere
dry_wall,beaver_board
dullard,stuffed_shirt
signer,attestor
belligerence,warpath
expensiveness,sumptuousness
kala_azar,american_leishmaniasis
advertising,circularisation
connexion,attachment
diverseness,biodiversity
sucker,redhorse
dried_fruit,prune
entertainer,pleaser
legitimacy,real_stuff
venous_blood_vessel,venule
bolt,levant
lager_beer,pilsner
expelling,ejaculation
pokeweed,phytolacca_dioica
beacon,signal_light
butcher,chine
wader,shore_bird
stub,cigarette_butt
esteem,philogyny
psychodynamics,group_dynamics
diesel_locomotive,diesel-hydraulic
disorder,scramble
instrument_panel,dashboard
confirmation,documentation
voter,swing_voter
iroquois,tuscarora
binary_compound,hydride
angiopathy,angiitis
man,tile
teiid,caiman_lizard
appeals_court,circuit_court_of_appeals
commissary,small_stores
squinch,trumpet_arch
gravel,shingle
true_puffball,calvatia_gigantea
intellection,out-of-the-box_thinking
chemical_science,thermochemistry
bow-tie,white_tie
superabundance,bellyful
confect,easter_egg
business_suit,two-piece
weekday,saturday
neurotoxin,tetrodotoxin
witch_hazel_plant,vernal_witch_hazel
forgetfulness,oblivion
vault,hurdle
event,zap
annuity_in_advance,rent
pollen,ragweed_pollen
korean,south_korean
cellularity,hypocellularity
infectious_disease,black_vomit
laotian_monetary_unit,at
ductus_arteriosus,patent_ductus_arteriosus
soapberry_vine,balloon_vine
gorgonian_coral,red_coral
inwardness,otherworldliness
watershed,continental_divide
volgaic,mordva
knee_pants,trunk_hose
pilferer,wharf_rat
old_woman,mother
civic_duty,jury_duty
piciform_bird,toucan
atrium_of_the_heart,left_atrium_of_the_heart
emptiness,vacancy
spherical_polygon,spherical_triangle
mover,traverser
banquet,gaudy
apricot_tree,prunus_dasycarpa
torpedo,submarine_torpedo
limiting,restrictiveness
cash,redeem
chills_and_fever,quartan
pollutant,sulphur_dioxide
creative_activity,creating_by_removal
french,walloon
device,conceit
water_strider,common_pond-skater
vessel,well
freshwater_bream,spotted_sunfish
athyrium_filix-femina,athyrium_distentifolium
lighting_fixture,indirect_lighting
completion,graduation
socket,electric_socket
sights,gun-sight
slowness,imbecility
second_adventism,seventh-day_adventism
script,syllabic_script
example,prefiguration
convenience_food,takeout
collective_farm,kolkhoz
riding_boot,jodhpur
architectural_ornament,trefoil
cervical_vertebra,atlas_vertebra
continuum,history
backrest,ladder-back
wildcat,manul
hydraulic_brake,foot_brake
elixir,elixir_of_life
social_control,corrections
woolgatherer,escapist
married_woman,viscountess
bioarm,staphylococcal_enterotoxin_b
barbiturate,thiopental_sodium
chief_of_state,chief_executive
fitting,pipe_fitting
pottery,wedgwood
iraqi_monetary_unit,dinar
trombone,sackbut
wild_cherry,prunus_serotina
irruption,recrudescence
mycotoxin,aflatoxin
crab_apple,oregon_crab_apple
ovule,seed
rate_of_pay,time_and_a_half
box,shadowbox
black_grouse,grey_hen
desk_clerk,room_clerk
oxen,grade
cambodian_monetary_unit,riel
theatregoer,groundling
water-soluble_vitamin,ascorbic_acid
ignorance,illiteracy
egg-laying_mammal,duckbilled_platypus
depilator,epilating_wax
sense_datum,masking
swap,thrash
aquilegia,granny's_bonnets
mongolic_language,kalka
semantics,cognitive_semantics
staghorn_fern,common_staghorn_fern
blue_cheese,bavarian_blue
asbestos,tremolite
butcherbird,lanius_ludovicianus_excubitorides
oftenness,sampling_frequency
help,do_good
graduated_table,moment_magnitude_scale
colouring,dyeing
thinker,speculator
focal_epilepsy,sensory_epilepsy
adventurer,spelaeologist
constraint,swaddling_clothes
creole,haitian_creole
nutcracker,nucifraga_columbiana
access,log-in
board,live_in
grasp,clasp
toothbrush,electric_toothbrush
swiftness,gradualness
contentiousness,litigiousness
expurgation,bowdlerisation
ensemble,sailor_suit
cottontail_rabbit,sylvilagus_palustris
steel_production,open-hearth_process
electro-acoustic_transducer,microphone
local_government,town_meeting
color_property,paleness
unsanitariness,dunghill
adaptability,suppleness
software_package,upgrade
uzbekistani_monetary_unit,tiyin
elm,ulmus_thomasii
irresponsibility,carefreeness
squeezing,expulsion
red_algae,red_laver
tapeworm,taenia
expatriate,remittance_man
usefulness,practicability
mechanical_press,winepress
horse_racing,thoroughbred_racing
archeology,paleoethnography
police_matron,meter_maid
interest,intrigue
expanse,stretch
cordgrass,prairie_cordgrass
danaid,monarch_butterfly
hubby,uxoricide
harvester,binder
black_poplar,populus_nigra_italica
soft_goods,men's_furnishings
closed-class_word,pronoun
elementary_school,infant_school
godparent,godmother
sinner,magdalen
demagnetization,degaussing
mastiff,tibetan_mastiff
reduviid,wheel_bug
inferiority,second_class
perception,cognizance
providence,foresightedness
gospeller,televangelist
chimney,stovepipe
archive,chancery
reform,moralise
power,war_power
supermarket,hypermarket
pomace_fly,vinegar_fly
speaking,speech
religious_rite,office
debt_limit,national_debt_ceiling
cyanosis,raynaud's_sign
total,subtotal
general_anatomy,regional_anatomy
tossed_salad,combination_salad
hinge,tee_hinge
wrongdoer,war_criminal
exhaust_fan,attic_fan
reproductive_structure,fruit
malawian_monetary_unit,tambala
color_chart,color_wheel
looseness,slackness
wattle,acacia_pycnantha
land_mass,subcontinent
communion,intercommunion
regular_hexahedron,quadrate
game_warden,warrener
aussie,abo
multidimensional_language,logic_diagram
scholastic,purist
enuresis,urge_incontinence
environment,street
aortitis,rheumatic_aortitis
cataclysm,tsunami
placement_office,hiring_hall
wheelchair,motorized_wheelchair
crispiness,flakiness
privet,ligustrum_vulgare
adulthood,womanhood
journal_bearing,hotbox
mayor,mayoress
inhibitor,anticatalyst
leporid,hare
monoclonal,remicade
language,love_lyric
toxicant,hyoscyamine
earliness,priority
magnetism,paramagnetism
temperament,equal_temperament
protein,ferritin
rubber,para_rubber
colour_blindness,monochromatic_vision
after-shave_lotion,bay_rum
palace,alcazar
viral_hepatitis,hepatitis_c
red_raspberry,rubus_strigosus
legging,gaiter
demolition,ruin
stupefaction,stupor
animal_scientist,protozoologist
care,fuss
pressing,compressing
racial_discrimination,racial_profiling
financial_officer,state_treasurer
classified_advertisement,want_ad
ignominy,reproach
half-caste,half-breed
family,fern_family
mouth,lip-sync
harvesting,haying
rice,oryza_sativa
lavage,gastric_lavage
prison_house,state_prison
arethusa,arethusa_bulbosa
complexity,trickiness
cart,ponycart
catecholamine,epinephrine
rationale,dialectics
ceratosaur,coelophysis
place_of_business,spot
discontent,dysphoria
bendability,suppleness
business_deal,penny_ante
modern_dance,interpretive_dance
plasmin,plasminogen
isogram,isotherm
lobar_pneumonia,legionnaires'_disease
geocentric_parallax,solar_parallax
eavesdropper,phone_tapper
wheelhouse,conning_tower
jet-propelled_plane,twinjet
cardiac_arrhythmia,ventricular_fibrillation
distribution_law,boltzmann_distribution_law
instrumentalist,violist
aggregate_fruit,syconium
edible_fruit,sour_gourd
wandering,drifting
answer,rejoin
botany,pteridology
endurance,subsistence
hydrozoan,sertularian
equine,quagga
arithmetic_operation,plus
cutleaved_coneflower,rudbeckia_laciniata_hortensia
flame-flower,kniphofia_uvaria
frame,chase
channel,translate
wetland,fenland
webworm_moth,loxostege_similalis
neural_network,reticular_activating_system
amebiasis,amoebic_dysentery
mooring_line,headfast
condemnation,robbery_conviction
accidental_injury,concussion
fulfilment,self-fulfillment
correctness,political_correctitude
calamus,calamus_australis
generation,generation_x
cosmic_time,solstice
casing,gearbox
musical_note,monotone
guarantee,underwrite
anthrax,woolsorter's_disease
personal_identity,personhood
tree_squirrel,chickeree
hindu_calendar_month,phalguna
bustard,plain_turkey
smoke_bush,cotinus_coggygria
agamete,spore
dryopithecine,dryopithecus_rudapithecus_hungaricus
milk_vetch,purple_milk_vetch
manual_labor,wiring
in-law,son-in-law
open-end_investment_company,index_fund
parnassia,parnassia_palustris
nephthytis,nephthytis_afzelii
bird_of_paradise,riflebird
triggerfish,queen_triggerfish
ige,reagin
whaling_ship,factory_ship
weighing_machine,weighbridge
pencil,slate_pencil
postulation,demand
dung,cowpie
petunia,hybrid_petunia
towel,roller_towel
carton,sixpack
international_law,admiralty_law
weakening,etiolation
azide,hydrazoite
needlepoint,petit_point
zero_coupon_security,zero_coupon_bond
restraint,floodgate
slider,snowboarder
parrot,lory
isogon,regular_polygon
title,proclaim
seed_stock,seed_corn
mosaic,tobacco_mosaic
podetium,seta
character_set,alphanumeric_characters
gadoid,rattail
chemoreceptor,carotid_body
systematization,formalization
urochordate,appendicularia
garment-worker,stitcher
ocean_floor,twilight_zone
finding_of_fact,special_verdict
terrapin,diamondback_terrapin
positional_notation,hexadecimal_system
kindness,endearment
moulding,torus
discina,discina_macrospora
general_anaesthesia,twilight_sleep
reconnaissance,electronic_reconnaissance
suit_of_clothes,zoot_suit
discouragement,dissuasion
empyema,purulent_pleurisy
adhesion,traditionalism
incurvature,indentation
lawfulness,licitness
network_topology,logical_topology
snack_food,corn_chip
spurge,toothed_spurge
firearm,smoothbore
bear,piggyback
impropriety,obscenity
blood_heat,basal_body_temperature
elected_official,selectwoman
signing,asl
galley,trireme
pang,afterpains
passivity,numbness
inexpensiveness,cheapness
vegetarian,vegan
dichromat,uniocular_dichromat
labor,organized_labor
knot,macrame
scilla,sea_onion
serving_cart,teacart
unquestionableness,givenness
lark,sexcapade
infarction,mi
optical_lens,wide-angle_lens
sealer,caulk
polysyllable,sesquipedalian
tape_deck,cassette_deck
alpha-blocker,hytrin
link,walky-talky
space,indention
definite_quantity,toxicity
trichopteron,caddis-fly
judgment,prejudgement
corporation,boy_scouts_of_america
dipodomys_phillipsii,dipodomys_ordi
pharaoh_of_egypt,cheops
expert,old_stager
screw_pine,pandanus_tectorius
farm_building,chicken_coop
fuel,refuel
pompano,permit
neuropathy,multiple_mononeuropathy
digital_computer,workstation
needle,packing_needle
five-finger,potentilla_anserina
conquest,sexual_conquest
malocclusion,overbite
moldboard_plow,lister_plough
visual_hallucination,zoopsia
categorisation,trichotomy
drop_keel,daggerboard
crunch,pulverisation
intestinal_flu,cholera_morbus
corpuscle,erythrocyte
bacteria_family,treponemataceae
toughness,legs
blood_count,differential_blood_count
cannabis,cannabis_indica
aperture,mouthpiece
neoplastic_cell,cancer_cell
mandolin,mandola
dam,weir
acuity,oxyopia
amphibian_family,caeciliidae
nepalese,gurkha
chemical_compound,pregnanediol
personal_letter,billet_doux
incomplete_fracture,greenstick_fracture
lone_hand,solitudinarian
turpentine,chian_turpentine
nozzle,showerhead
reproductive_cloning,human_reproductive_cloning
penalisation,self-abasement
nostalgia,homesickness
gourd,balsam_pear
stickiness,adhesiveness
cleaning_pad,soap_pad
tongueless_frog,xenopus_laevis
physicalism,dialectical_materialism
winner,lottery_winner
press,mangle
sand_crack,quarter_crack
revery,brown_study
leaf,drop-leaf
fashion,retro
adamant,carbonado
headband,fillet
spatial_arrangement,distance
centesis,thoracentesis
festival,sheepshearing
mediterranean_sea,mare_nostrum
guildhall,gildhall
megalith,menhir
hemangioma,strawberry_haemangioma
content_word,headword
biological_process,blistering
deliberative_assembly,general_assembly
banking_concern,home_loan_bank
indignation,high_dudgeon
authorisation,rubber_stamp
spar,yard
speculation,pyramid
tennis_shot,return
fidget,impatience
forepaw,hand
reading,skim
deferment,adjournment
stone_pit,gravel_pit
glow,gutter
homer,carrier_pigeon
erythrocyte,target_cell
bird_of_juno,pavo_muticus
nucleus,dentate_nucleus
outside_door,side_entrance
sunflower,helianthus_tuberosus
allergic_rhinitis,hay_fever
art_exhibition,retrospective
bullet,rubber_bullet
vibrato,tremolo
pause,intermission
differential_equation,wave_equation
roman_catholic,ultramontane
shipboard_system,target_acquisition_system
knob,doorknob
street_sign,address
acceleration_unit,gal
peptic_ulcer,gastric_ulcer
peace,pax_romana
intellectual,wonderer
flare,very-light
altitude_sickness,mountain_sickness
review,rub_up
ratbite_fever,spirillum_fever
dodder,cuscuta_gronovii
mouse-ear_chickweed,arctic_mouse-ear
remission,resolution
clock,water_clock
moving-coil_galvanometer,ballistic_galvanometer
academy,plato's_academy
zither,dulcimer
section,syllabise
size,tall
supplication,benediction
workhorse,dobbin
stock_purchase_plan,employee_stock_ownership_plan
preserver,salter
alopecia,alopecia_areata
retreat,cocoon
sharpshooter,sniper
rational_motive,deterrence
nonreligious_person,nihilist
leaf_bug,lace_bug
lipoid,wax
musical_scale,chromatic_scale
exterior,open
acceptability,palatability
peroxidase,horseradish_peroxidase
accountancy,inventory_accounting
pulmonary_artery,pulmonary_trunk
selector,telephone_dial
blower,hand_blower
convexity,projection
holly,smooth_winterberry_holly
particulate,dust
sedative-hypnotic,ataractic
mountain_sheep,moufflon
practitioner,homoeopath
ledgeman,stone_breaker
humic_substance,humin
invention,contrivance
uptake,re-uptake
psychopathology,alienism
chocolate_tree,cacao_bean
shield,pavise
visayan,cebuan
syllable_structure,affixation
one-half,moiety
gratification,pleasing
mugwort,artemisia_vulgaris
medicine,virology
airplane,tanker_plane
main_course,plate
fluid,liquid
alizarine,alizarin_crimson
tableland,mesa
seafood,soft_roe
bonsai,ming_tree
acadian,cajun
single_bed,hospital_bed
exophthalmos,exophthalmic_goiter
roundedness,ellipticity
non-nucleoside_reverse_transcriptase_inhibitor,nevirapine
power_hammer,triphammer
peg,trunnel
time_of_life,deathbed
club_drug,ketamine_hydrochloride
spanish_mackerel,sierra
capitalism,venture_capitalism
return,report_out
weaver_finch,grassfinch
stone,cherry_stone
yoghurt,blueberry_yogurt
coelenterate,scyphozoan
feeding,scatophagy
alternative_medicine,herbal_medicine
styrax,texas_snowbells
affixation,graft
flower_garden,parterre
freshwater_clam,dreissena_polymorpha
yellow_squash,crookneck_squash
marten_cat,charronia_flavigula
arctiid_moth,callimorpha_jacobeae
